Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
6 クリヴォシェイン;10050;SOV;1940;1943;1990;1990;2;6;1;2;0;5;0;L10050;1940;1970;x
5 クルティコフ;10051;SOV;1940;1943;1990;1990;2;5;8;2;0;5;0;L10051;1940;1970;x
7 クルイロフ;10052;SOV;1941;1943;1944;1990;1;7;0;3;0;5;0;L10052;1941;1970;x
5 クリュコフ;10053;SOV;1940;1943;1990;1990;2;5;0;2;0;2;0;L10053;1940;1970;x
4 クイブイシェフ;10054;SOV;1930;1930;1937;1990;1;4;1;2;0;5;0;L10054;1930;1944;x
5 グリゴリー・クリーク;10055;SOV;1930;1930;1939;1940;0;5;517;3;0;5;0;L10055;1930;1947;x
4 G・S・クリコフ;10056;SOV;1944;1990;1990;1990;3;4;0;1;0;5;0;L10056;1944;1970;x
4 K・E・クリコフ;10057;SOV;1939;1990;1990;1990;3;4;0;1;0;5;0;L10057;1939;1941;x
7 クラソフ;10058;SOV;1938;1942;1944;1990;2;7;0;3;0;5;0;L10058;1938;1970;x
6 クルキン;10059;SOV;1940;1943;1944;1990;1;6;128;3;0;5;0;L10059;1940;1970;x
7 P・A・クーロチキン;10061;SOV;1939;1940;1943;1990;1;7;4;3;0;5;0;L10061;1939;1970;x
6 P・S・クーロチキン;10062;SOV;1930;1930;1990;1990;2;6;514;1;0;5;0;L10062;1930;1940;x
5 クトリン;10063;SOV;1939;1990;1990;1990;3;5;256;1;0;5;0;L10063;1939;1942;x
6 クティアコフ;10064;SOV;1937;1938;1990;1990;2;6;4;2;0;5;0;L10064;1937;1942;x
5 クズミン;10065;SOV;1940;1990;1990;1990;3;5;128;1;0;5;0;L10065;1940;1942;x
4 クズン;10066;SOV;1937;1990;1990;1990;3;4;2;1;0;5;0;L10066;1937;1943;x
5 A・I・クズネツォフ;10068;SOV;1930;1930;1940;1941;2;5;256;3;0;5;0;L10068;1930;1939;x
3 F・F・クズネツォフ;10069;SOV;1939;1942;1990;1990;2;3;0;2;0;5;0;L10069;1939;1970;x
4 V・I・クズネツォフ;10070;SOV;1939;1942;1946;1990;2;4;0;3;0;5;0;L10070;1939;1970;x
5 ラーピン;10071;SOV;1930;1930;1990;1990;2;5;2;1;0;5;0;L10071;1930;1944;x
5 ラプショフ;10072;SOV;1940;1990;1990;1990;3;5;0;1;0;5;0;L10072;1940;1943;x
6 ラリチェフ;10073;SOV;1938;1942;1990;1990;2;6;2;2;0;5;0;L10073;1938;1970;x
4 ラリオノフ;10074;SOV;1938;1990;1990;1990;3;4;0;1;0;5;0;L10074;1938;1941;x
4 ラスキン;10075;SOV;1939;1941;1990;1990;2;4;0;2;0;3;0;L10075;1939;1945;x
6 ラヴリノヴィッチ;10076;SOV;1939;1990;1990;1990;3;6;128;1;0;5;0;L10076;1939;1941;x
6 ラザレフ;10077;SOV;1940;1942;1990;1990;2;6;128;2;0;5;0;L10077;1940;1970;x
5 レベデンコ;10078;SOV;1938;1941;1990;1990;2;5;9;2;0;5;0;L10078;1938;1970;x
6 ドミトリー・レリュシェンコ;10079;SOV;1940;1942;1959;1990;3;6;128;2;0;5;0;L10079;1940;1970;x
4 レオノフ;10080;SOV;1940;1943;1990;1990;2;4;0;2;0;5;0;L10080;1940;1970;x
5 レセリゼ;10081;SOV;1940;1943;1990;1990;2;5;64;2;0;5;0;L10081;1940;1944;x
4 レヴァンドフスキ;10082;SOV;1930;1938;1940;1990;1;4;0;3;0;4;0;L10082;1930;1943;x
5 レヴキン;10083;SOV;1939;1990;1990;1990;3;5;0;1;0;5;0;L10083;1939;1945;x
6 リシノフ;10084;SOV;1943;1990;1990;1990;3;6;256;1;0;5;0;L10084;1943;1970;x
5 リシジン;10085;SOV;1943;1990;1990;1990;3;5;0;1;0;5;0;L10085;1943;1970;x
5 リウドニコフ;10086;SOV;1941;1944;1990;1990;2;5;0;2;0;5;0;L10086;1941;1946;x
5 リズコフ;10087;SOV;1941;1943;1990;1990;2;5;0;2;0;5;0;L10087;1941;1970;x
4 ロバチェフ;10088;SOV;1941;1990;1990;1990;3;4;0;1;0;5;0;L10088;1941;1970;x
7 ロパティン;10089;SOV;1938;1942;1990;1990;2;7;0;2;0;5;0;L10089;1938;1970;x
7 ルキン;10090;SOV;1930;1930;1990;1990;2;7;514;1;0;5;0;L10090;1930;1946;x
7 ルチンスキ;10091;SOV;1939;1941;1944;1990;2;7;0;3;0;5;0;L10091;1939;1946;x
5 リヴォフ;10092;SOV;1938;1940;1990;1990;2;5;0;2;0;5;0;L10092;1938;1942;x
6 ペトル・リャピン;10093;SOV;1930;1940;1990;1990;2;6;256;1;0;5;0;L10093;1930;1947;x
5 マゴン;10095;SOV;1939;1990;1990;1990;3;5;32;1;0;5;0;L10095;1939;1941;x
5 ペトル・マカロフ;10096;SOV;1939;1990;1990;1990;3;5;64;2;0;5;0;L10096;1939;1943;x
4 マキーエフ;10097;SOV;1939;1941;1990;1990;2;4;0;2;0;5;0;L10097;1939;1970;x
5 マラホフ;10098;SOV;1943;1944;1990;1990;2;5;144;2;0;5;0;L10098;1943;1970;x
5 マランディン;10099;SOV;1939;1942;1946;1990;2;5;0;3;0;5;0;L10099;1939;1970;x
7 マリニン;10100;SOV;1930;1940;1941;1990;1;7;1;3;0;5;0;L10100;1930;1970;x
4 マリノフスク;10101;SOV;1939;1990;1990;1990;3;4;2;1;0;5;0;L10101;1939;1941;x
8 マリノフスキー;10102;SOV;1939;1941;1943;1944;1;8;5;4;0;5;0;L10102;1939;1970;x
4 ペトル・マリシェフ;10103;SOV;1938;1941;1990;1990;2;4;0;2;0;5;0;L10103;1938;1970;x
6 マムスロフ;10104;SOV;1943;1948;1970;1990;1;6;264;1;0;5;0;L10104;1943;1970;x
4 マルチェンコフ;10105;SOV;1930;1941;1990;1990;2;4;256;2;0;5;0;L10105;1930;1944;x
4 マーシンケヴィッチ;10106;SOV;1938;1990;1990;1990;3;4;0;1;0;5;0;L10106;1938;1970;x
4 A・M・マルコフ;10107;SOV;1941;1990;1990;1990;3;4;0;1;0;5;0;L10107;1941;1970;x
5 G・M・マルコフ;10108;SOV;1944;1946;1990;1990;3;5;32;2;0;5;0;L10108;1944;1970;x
5 S・T・マルコフ;10109;SOV;1930;1990;1990;1990;3;5;520;1;0;5;0;L10109;1930;1942;x
5 マルチロシャン;10110;SOV;1941;1944;1990;1990;3;5;32;2;0;4;0;L10110;1941;1970;x
7 マルチンケヴィッチ;10111;SOV;1941;1990;1990;1990;3;7;1;1;0;5;0;L10111;1941;1944;x
7 マスレニコフ;10112;SOV;1930;1939;1941;1990;1;7;0;3;0;5;0;L10112;1930;1970;x
4 マティキン;10113;SOV;1940;1990;1990;1990;3;4;0;1;0;5;0;L10113;1940;1942;x
5 メドヴェドフスキ;10114;SOV;1930;1990;1990;1990;3;5;8;1;0;5;0;L10114;1930;1943;x
5 メクリス;10115;SOV;1930;1930;1990;1990;2;5;0;1;0;5;0;L10115;1930;1944;x
6 メルニク;10116;SOV;1937;1941;1990;1990;2;6;4;2;0;5;0;L10116;1937;1947;x
6 セメン・メルニコフ;10117;SOV;1941;1943;1990;1990;2;6;128;2;0;5;0;L10117;1941;1957;x
7 メレツコフ;10118;SOV;1930;1930;1938;1944;1;7;1;3;0;5;0;L10118;1930;1970;x
4 メルクロフ;10119;SOV;1941;1946;1990;1990;3;4;0;2;0;5;0;L10119;1941;1970;x
5 ミハイロフ;10120;SOV;1939;1990;1990;1990;3;5;256;1;0;5;0;L10120;1939;1970;x
5 ミケラゼ;10121;SOV;1942;1990;1990;1990;3;5;256;1;0;5;0;L10121;1942;1970;x
4 ミルゴロドスコ;10122;SOV;1943;1990;1990;1990;3;4;0;1;0;5;0;L10122;1943;1970;x
7 P・Ｖ・ミロノフ;10124;SOV;1941;1944;1990;1990;2;7;4;2;0;5;0;L10124;1941;1970;x
5 ミシャニン;10125;SOV;1939;1990;1990;1990;3;5;128;1;0;5;0;L10125;1939;1941;x
5 ミシュリン;10126;SOV;1942;1944;1990;1990;2;5;128;2;0;5;0;L10126;1942;1970;x
7 ミサン;10127;SOV;1939;1942;1990;1990;2;7;1;2;0;5;0;L10127;1939;1970;x
4 ミトロファノフ;10128;SOV;1940;1942;1990;1990;2;4;128;2;0;5;0;L10128;1940;1946;x
4 モルグノフ;10129;SOV;1937;1942;1990;1990;2;4;0;2;0;5;0;L10129;1937;1945;x
5 S・I・モロゾフ;10130;SOV;1939;1941;1990;1990;2;5;0;2;0;5;0;L10130;1939;1949;x
6 V・I・モロゾフ;10131;SOV;1938;1941;1990;1990;2;6;256;2;0;5;0;L10131;1938;1970;x
6 モスカレンコ;10132;SOV;1930;1939;1942;1990;1;6;0;3;0;5;0;L10132;1930;1970;x
5 モストヴェンコ;10133;SOV;1930;1938;1990;1990;2;5;129;2;0;5;0;L10133;1930;1944;x
7 イワン・ムズィチェンコ;10134;SOV;1940;1942;1990;1990;2;7;6;3;0;5;0;L10134;1940;1947;x
4 N・F・ナウメンコ;10135;SOV;1939;1941;1990;1990;2;4;0;2;0;5;0;L10135;1939;1942;x
4 S・E・ナウメンコ;10136;SOV;1944;1990;1990;1990;3;4;128;1;0;5;0;L10136;1944;1970;x
6 ナヴロッキ;10137;SOV;1930;1930;1990;1990;2;6;8;1;0;5;0;L10137;1930;1944;x
4 コンスタンチン・ナザロフ;10138;SOV;1930;1930;1990;1990;2;4;513;1;0;5;0;L10138;1930;1944;x
6 ネデリン;10139;SOV;1941;1943;1946;1990;2;6;64;3;0;5;0;L10139;1941;1970;x
5 ネドヴィギン;10140;SOV;1941;1990;1990;1990;3;5;2;1;0;4;0;L10140;1941;1970;x
4 ネトレバ;10141;SOV;1945;1990;1990;1990;3;4;8;1;0;5;0;L10141;1945;1970;x
5 ニキシン;10142;SOV;1939;1941;1990;1990;2;5;0;2;0;5;0;L10142;1939;1970;x
4 A・G・ニキーチン;10143;SOV;1941;1990;1990;1990;3;4;8;1;0;5;0;L10143;1941;1970;x
5 I・S・ニキーチン;10144;SOV;1930;1990;1990;1990;3;5;1;1;0;4;0;L10144;1930;1941;x
7 N・A・ニキーチン;10145;SOV;1940;1942;1990;1990;2;7;4;2;0;3;0;L10145;1940;1970;x
4 ニコラエフ;10146;SOV;1937;1941;1990;1990;2;4;0;2;0;5;0;L10146;1937;1944;x
5 A・A・ノヴィコフ;10147;SOV;1943;1990;1990;1990;3;5;16;1;0;5;0;L10147;1943;1970;x
6 N・A・ノヴィコフ;10148;SOV;1941;1942;1943;1990;1;6;128;3;0;5;0;L10148;1941;1970;x
5 V・V・ノヴィコフ;10149;SOV;1937;1941;1990;1990;2;5;128;2;0;5;0;L10149;1937;1970;x
6 ノヴォセルスキ;10150;SOV;1939;1942;1990;1990;2;6;128;2;0;5;0;L10150;1939;1970;x
4 ノズドルノフ;10151;SOV;1942;1990;1990;1990;3;4;0;1;0;5;0;L10151;1942;1945;x
5 オボーリン;10152;SOV;1938;1990;1990;1990;3;5;64;1;0;3;0;L10152;1938;1941;x
5 オブコフ;10153;SOV;1940;1943;1990;1990;2;5;128;2;0;5;0;L10153;1940;1970;x
7 オディンツォフ;10154;SOV;1939;1941;1942;1990;1;7;64;3;0;5;0;L10154;1939;1970;x
6 オグルツォフ;10155;SOV;1939;1990;1990;1990;3;6;16;1;0;5;0;L10155;1939;1942;x
5 オパドチー;10156;SOV;1942;1945;1990;1990;3;5;8192;2;0;5;2;L10156;1942;1970;x
4 アレクサンダー・オルロフ;10157;SOV;1943;1990;1990;1990;3;4;0;1;0;5;2;L10157;1943;1970;x
6 レオニード・オルロフ;10158;SOV;1943;1990;1990;1990;3;6;4096;1;0;5;2;L10158;1942;1943;x
8 オサデ;10159;SOV;1940;1990;1990;1990;3;8;260;2;0;5;0;L10159;1940;1944;x
5 ホリーナ・オシペンコ;10160;SOV;1938;1990;1990;1990;3;5;4096;1;0;5;2;L10160;1938;1939;x
6 ドミトリー・オスカレンコ;10161;SOV;1942;1990;1990;1990;3;6;0;1;0;5;2;L10161;1942;1970;x
5 デミアン・オシカ;10162;SOV;1940;1990;1990;1990;3;5;131072;1;0;5;2;L10162;1940;1970;x
5 オゼロフ;10163;SOV;1940;1942;1990;1990;2;5;0;2;0;5;0;L10163;1940;1970;x
4 オゼリャキン;10164;SOV;1938;1990;1990;1990;3;4;256;1;0;5;0;L10164;1938;1943;x
4 パンチェンコ;10165;SOV;1943;1990;1990;1990;3;4;0;1;0;5;0;L10165;1943;1970;x
4 パンフィロフ;10166;SOV;1939;1943;1990;1990;2;4;128;2;0;5;0;L10166;1939;1970;x
4 パニン;10167;SOV;1930;1938;1990;1990;3;4;0;2;0;5;0;L10167;1943;1946;x
5 パノフ;10168;SOV;1941;1943;1990;1990;2;5;128;2;0;5;0;L10168;1941;1970;x
5 パルコメンコ;10169;SOV;1939;1942;1990;1990;2;5;0;2;0;5;0;L10169;1939;1970;x
5 パルシコフ;10170;SOV;1943;1990;1990;1990;3;5;64;1;0;5;0;L10170;1943;1970;x
4 パヴェルキン;10171;SOV;1940;1942;1990;1990;2;4;128;2;0;5;0;L10171;1940;1944;x
4 A・V・パヴロフ;10172;SOV;1942;1990;1990;1990;3;4;136;1;0;5;0;L10172;1942;1970;x
5 ドミトリー・G・パヴロフ;10173;SOV;1930;1930;1937;1990;1;5;128;2;0;4;0;L10173;1930;1960;x
6 アンドレイ・グリゴリエフ;111703;SOV;1940;1970;1970;1970;1;6;2;2;0;4;0;L111703;1940;1959;x
5 アレクサンドル・コロヴコフ;111704;SOV;1940;1970;1970;1970;1;5;4;2;0;4;0;L111704;1940;1967;x
5 ウラジミール・クリモフスキー;111705;SOV;1940;1970;1970;1970;1;5;1;2;0;4;0;L111705;1940;1967;x
5 P・P・パヴロフ;10174;SOV;1940;1990;1990;1990;3;5;128;1;0;5;0;L10174;1940;1943;x
5 ペルン;10175;SOV;1941;1942;1990;1990;2;5;0;2;0;5;0;L10175;1941;1944;x
4 ペルヴシン;10176;SOV;1938;1990;1990;1990;3;4;1;1;0;5;0;L10176;1938;1970;x
4 ペティン;10177;SOV;1939;1942;1990;1990;2;4;1;2;0;3;0;L10177;1939;1970;x
5 ペトラコフスキ;10178;SOV;1940;1990;1990;1990;3;5;0;1;0;5;0;L10178;1940;1970;x
5 I・E・ペトロフ;10179;SOV;1940;1942;1943;1990;1;5;0;3;0;5;0;L10179;1940;1970;x
7 M・P・ペトロフ;10180;SOV;1939;1990;1990;1990;3;7;129;1;0;5;0;L10180;1939;1941;x
5 ペトロフスキー;10181;SOV;1937;1938;1990;1990;2;5;0;2;0;5;0;L10181;1937;1941;x
6 アレクサンドル・ペトルシェフスキー;10182;SOV;1941;1943;1954;1990;1;6;6;2;0;5;0;L10182;1941;1960;x
6 ピサレフスキー;10183;SOV;1939;1990;1990;1990;1;6;256;2;0;5;0;L10183;1939;1941;x
5 プラトノフ;10184;SOV;1939;1941;1990;1990;3;5;4;2;0;5;0;L10184;1939;1970;x
7 プリエフ;10185;SOV;1939;1942;1943;1990;1;7;128;2;0;5;0;L10185;1939;1970;x
5 ポドラス;10186;SOV;1938;1940;1990;1990;2;5;0;2;0;5;0;L10186;1938;1942;x
5 ポゴディン;10187;SOV;1941;1990;1990;1990;3;5;128;1;0;5;0;L10187;1941;1943;x
5 ポクロフスキ;10188;SOV;1940;1942;1946;1990;2;5;0;3;0;5;0;L10188;1940;1970;x
5 ポロスコフ;10189;SOV;1941;1990;1990;1990;3;5;128;1;0;5;0;L10189;1941;1944;x
4 ポネデリン;10190;SOV;1930;1939;1990;1990;2;4;0;2;0;5;0;L10190;1930;1941;x
5 ポプラフスキ;10191;SOV;1941;1943;1946;1990;2;5;1;3;0;5;0;L10191;1941;1970;x
6 A・F・ポポフ;10192;SOV;1941;1943;1990;1990;2;6;128;2;0;5;0;L10192;1941;1946;x
7 M・M・ポポフ;10193;SOV;1930;1938;1939;1990;1;7;2;3;0;5;0;L10193;1930;1970;x
5 V・S・ポポフ;10194;SOV;1938;1942;1944;1990;2;5;8;3;0;5;0;L10194;1938;1947;x
6 ポルボヤロフ;10196;SOV;1943;1945;1947;1990;2;6;128;3;0;5;0;L10196;1943;1970;x
5 ポルエクトフ;10197;SOV;1938;1940;1942;1990;2;5;64;3;0;5;0;L10197;1938;1970;x
5 ポタトゥルチェフ;10198;SOV;1939;1990;1990;1990;3;5;4;1;0;3;0;L10198;1939;1941;x
6 ポヴェトキン;10199;SOV;1939;1942;1990;1990;2;6;0;2;0;5;0;L10199;1939;1970;x
4 ポタポフ;10200;SOV;1930;1938;1990;1990;2;4;8;2;0;5;0;L10200;1930;1941;x
8 V・M・プリマコフ;10202;SOV;1930;1930;1930;1990;1;8;1;1;0;5;0;L10202;1930;1943;x
4 バシリ・プロホロフ;10203;SOV;1939;1990;1990;1990;3;4;32;1;0;5;0;L10203;1939;1941;x
5 ヒョードル・プロホロフ;10204;SOV;1942;1990;1990;1990;3;5;0;1;0;5;0;L10204;1942;1970;x
4 プロシュキン;10205;SOV;1939;1990;1990;1990;3;4;4;1;0;5;0;L10205;1939;1942;x
4 プロスクロフ;10206;SOV;1939;1940;1990;1990;3;4;0;1;0;4;2;L10206;1939;1941;x
6 プロヴァロフ;10207;SOV;1941;1990;1990;1990;3;6;8;1;0;5;0;L10207;1941;1970;x
5 プシェニコフ;10208;SOV;1937;1940;1990;1990;2;5;1;1;0;5;0;L10208;1937;1941;x
4 プトゥヒン;10209;SOV;1930;1939;1990;1990;2;4;0;3;0;5;2;L10209;1930;1942;x
4 プガノフ;10210;SOV;1939;1990;1990;1990;3;4;128;1;0;5;0;L10210;1939;1941;x
6 プコフ;10211;SOV;1938;1940;1942;1990;1;6;8;3;0;5;0;L10211;1938;1970;x
5 プーシキン;10212;SOV;1940;1942;1990;1990;2;5;128;2;0;5;0;L10212;1940;1944;x
7 M・A・パーカエフ;10213;SOV;1930;1938;1941;1990;1;7;0;3;0;5;0;L10213;1930;1970;x
5 パトナ;10215;SOV;1930;1930;1930;1990;1;5;0;1;0;5;0;L10215;1930;1943;x
4 ラドゥス;10216;SOV;1941;1990;1990;1990;3;4;4;1;0;5;0;L10216;1941;1945;x
4 ラファエリアンツ;10217;SOV;1942;1990;1990;1990;3;4;256;1;0;5;0;L10217;1942;1970;x
5 ラクティン;10218;SOV;1938;1990;1990;1990;3;5;256;1;0;5;0;L10218;1938;1941;x
4 ラストルグエフ;10219;SOV;1944;1990;1990;1990;3;4;256;1;0;2;0;L10219;1944;1970;x
4 ラトニコフ;10220;SOV;1941;1990;1990;1990;3;4;0;1;0;5;0;L10220;1941;1970;x
4 レヒカロフ;10221;SOV;1943;1990;1990;1990;3;4;0;1;0;5;0;L10221;1943;1970;x
8 ライター;10222;SOV;1938;1941;1943;1990;1;8;4;3;0;5;0;L10222;1938;1970;x
6 F・N・レーメゾフ;10224;SOV;1939;1942;1990;1990;2;6;0;2;0;5;0;L10224;1939;1970;x
5 レミゾフ;10225;SOV;1940;1943;1990;1990;2;5;128;2;0;5;0;L10225;1940;1970;x
4 レンク;10226;SOV;1943;1990;1990;1990;3;4;1;1;0;5;0;L10226;1943;1970;x
5 レプニコフ;10227;SOV;1945;1990;1990;1990;3;5;256;1;0;5;0;L10227;1945;1970;x
4 レシェトフ;10228;SOV;1940;1942;1990;1990;2;4;0;2;0;5;0;L10228;1940;1970;x
5 リャビゼフ;10229;SOV;1937;1941;1990;1990;2;5;0;2;0;5;0;L10229;1937;1970;x
4 リムシャ;10230;SOV;1945;1990;1990;1990;3;4;0;1;0;4;0;L10230;1945;1970;x
6 リヴキン;10231;SOV;1940;1942;1990;1990;2;6;4;2;0;5;0;L10231;1940;1970;x
5 ロディムツェフ;10232;SOV;1941;1943;1990;1990;2;5;256;2;0;5;0;L10232;1941;1970;x
5 A・G・ロディン;10233;SOV;1939;1942;1943;1990;1;5;128;3;0;5;0;L10233;1939;1970;x
6 G・S・ロディン;10234;SOV;1940;1943;1990;1990;2;6;130;2;0;5;0;L10234;1940;1970;x
4 ロガチェフ;10235;SOV;1940;1942;1990;1990;2;4;16;2;0;5;0;L10235;1940;1970;x
9 ロコソフスキー;10236;SOV;1940;1940;1942;1944;1;9;132;4;0;5;0;L10236;1940;1970;x
3 A・S・ロマネンコ;10237;SOV;1941;1990;1990;1990;3;3;0;1;0;3;0;L10237;1941;1970;x
5 ペトル・ロマネンコ;10238;SOV;1941;1943;1990;1990;2;5;3;2;0;5;0;L10238;1941;1970;x
5 P・L・ロマネンコ;10239;SOV;1930;1938;1941;1990;2;5;128;3;0;5;0;L10239;1930;1947;x
4 G・A・ロマノフ;10240;SOV;1942;1990;1990;1990;3;4;0;1;0;5;0;L10240;1942;1970;x
4 M・T・ロマノフ;10241;SOV;1938;1990;1990;1990;3;4;2;1;0;5;0;L10241;1938;1941;x
6 ロマノフスキー;10242;SOV;1943;1945;1990;1990;3;6;4;2;0;5;0;L10242;1943;1970;x
7 ロトミストロフ;10243;SOV;1940;1943;1945;1962;0;7;128;3;0;5;0;L10243;1940;1970;x
5 ローズ;10244;SOV;1930;1990;1990;1990;3;5;576;1;0;5;0;L10244;1930;1940;x
4 ルブツォフ;10245;SOV;1939;1990;1990;1990;3;4;0;1;0;5;0;L10245;1939;1941;x
6 ルコイ;10247;SOV;1941;1943;1990;1990;2;6;256;2;0;5;0;L10247;1941;1970;x
5 ラドニー;10248;SOV;1939;1990;1990;1990;3;5;8;1;0;5;0;L10248;1939;1970;x
5 ラシアノフ;10249;SOV;1940;1990;1990;1990;3;5;128;1;0;5;0;L10249;1940;1970;x
4 B・I・リャブチェフ;10250;SOV;1945;1990;1990;1990;3;4;4;1;0;5;0;L10250;1945;1970;x
5 M・E・リャブチェフ;10251;SOV;1939;1990;1990;1990;3;5;256;1;0;5;0;L10251;1939;1970;x
4 P・S・リャブチェフ;10252;SOV;1940;1990;1990;1990;3;4;0;1;0;5;0;L10252;1940;1947;x
7 リャビシェフ;10253;SOV;1930;1930;1990;1990;2;7;32;1;0;5;0;L10253;1930;1944;x
5 リャザノフ;10254;SOV;1939;1941;1990;1990;2;5;64;2;0;5;0;L10254;1939;1970;x
4 リューバック;10255;SOV;1940;1990;1990;1990;3;4;0;1;0;5;0;L10255;1940;1970;x
6 ステパン・リバルチェンコ;10256;SOV;1943;1946;1960;1990;1;6;0;1;0;5;2;L10256;1943;1963;x
8 ルイバルコ;10257;SOV;1930;1930;1942;1943;1;8;128;3;0;5;0;L10257;1930;1970;x
5 ルイブコ;10258;SOV;1942;1990;1990;1990;3;5;4;1;0;4;0;L10258;1942;1970;x
6 リフリン;10259;SOV;1940;1990;1990;1990;3;6;264;1;0;5;0;L10259;1940;1970;x
5 リフロフ;10260;SOV;1941;1945;1990;1990;2;5;0;2;0;5;0;L10260;1941;1970;x
5 リカチオフ;10261;SOV;1942;1990;1990;1990;3;5;128;1;0;5;0;L10261;1942;1970;x
5 リコフ;10262;SOV;1937;1990;1990;1990;3;5;64;1;0;5;0;L10262;1937;1942;x
7 リズホウ;10263;SOV;1939;1942;1990;1990;2;7;0;2;0;5;0;L10263;1939;1970;x
4 サファリャン;10264;SOV;1940;1990;1990;1990;3;4;0;1;0;5;0;L10264;1940;1970;x
7 サコノ;10265;SOV;1941;1990;1990;1990;3;7;128;1;0;5;0;L10265;1941;1970;x
5 サラゼ;10266;SOV;1930;1939;1990;1990;2;5;256;2;0;5;0;L10266;1930;1946;x
4 サルミノフ;10267;SOV;1943;1990;1990;1990;3;4;128;1;0;5;0;L10267;1943;1970;x
4 サマルスキー;10268;SOV;1940;1943;1990;1990;2;4;0;2;0;5;0;L10268;1940;1970;x
7 サンダロフ;10269;SOV;1938;1941;1946;1990;2;7;4;3;0;5;0;L10269;1938;1970;x
4 サヴキン;10270;SOV;1940;1990;1990;1990;3;4;0;1;0;5;0;L10270;1940;1970;x
4 セディアキン;10271;SOV;1930;1930;1990;1990;2;4;516;1;0;5;0;L10271;1930;1943;x
5 セリヴァノフ;10272;SOV;1940;1942;1990;1990;2;5;5;2;0;4;0;L10272;1940;1970;x
5 セメンチェンコ;10273;SOV;1941;1990;1990;1990;3;5;128;1;0;5;0;L10273;1941;1970;x
7 セメノフスキー;10274;SOV;1937;1942;1946;1990;2;7;256;3;0;5;0;L10274;1937;1941;x
5 セメニュク;10275;SOV;1938;1940;1990;1990;2;5;514;1;0;5;0;L10275;1938;1947;x
5 セルディッチ;10276;SOV;1930;1990;1990;1990;3;5;2;1;0;5;0;L10276;1930;1943;x
5 セルガツコフ;10277;SOV;1940;1942;1990;1990;2;5;8;2;0;5;0;L10277;1940;1970;x
5 シャダンツ;10278;SOV;1943;1990;1990;1990;3;5;8;1;0;5;0;L10278;1943;1970;x
6 シャリン;10279;SOV;1942;1944;1990;1990;3;6;128;2;0;5;0;L10279;1942;1970;x
8 シャプキン;10280;SOV;1930;1930;1990;1990;2;8;516;1;0;5;0;L10280;1930;1943;x
6 シャポシニコフ;10281;SOV;1930;1930;1937;1940;0;6;2;3;0;5;0;L10281;1930;1945;x
5 シャラブルコ;10282;SOV;1942;1990;1990;1990;3;5;0;1;0;5;0;L10282;1942;1970;x
5 シャランゴヴィッチ;10283;SOV;1930;1990;1990;1990;3;5;513;1;0;5;0;L10283;1930;1943;x
5 シャローキン;10284;SOV;1940;1942;1944;1990;2;5;0;3;0;5;0;L10284;1940;1970;x
4 シェブーニン;10285;SOV;1942;1945;1990;1990;3;4;0;2;0;5;0;L10285;1942;1947;x
5 シェクラノフ;10286;SOV;1930;1990;1990;1990;3;5;32;1;0;5;0;L10286;1930;1944;x
5 シェペトフ;10287;SOV;1940;1990;1990;1990;3;5;256;1;0;5;0;L10287;1940;1943;x
4 シェルバコフ;10288;SOV;1939;1990;1990;1990;3;4;0;1;0;5;0;L10288;1939;1970;x
4 シェルスティーク;10289;SOV;1940;1990;1990;1990;3;4;0;1;0;5;0;L10289;1940;1970;x
4 シェストパロフ;10290;SOV;1939;1990;1990;1990;3;4;1;1;0;5;0;L10290;1939;1941;x
5 シェフチェンコ;10291;SOV;1941;1990;1990;1990;3;5;32;1;0;5;0;L10291;1941;1970;x
6 シロボコフ;10292;SOV;1940;1990;1990;1990;3;6;128;1;0;5;0;L10292;1940;1970;x
4 シシェーニン;10293;SOV;1930;1990;1990;1990;3;4;0;1;0;5;0;L10293;1930;1941;x
7 シュレミン;10294;SOV;1939;1943;1990;1990;2;7;4;2;0;5;0;L10294;1939;1970;x
3 シュリコフ;10295;SOV;1941;1990;1990;1990;3;3;0;1;0;5;0;L10295;1941;1970;x
5 シュテメンコ;10296;SOV;1943;1946;1990;1990;2;5;0;2;0;5;0;L10296;1943;1970;x
4 シュミット;10297;SOV;1930;1990;1990;1990;3;4;4;1;0;5;0;L10297;1930;1943;x
5 シュテルン;10298;SOV;1930;1937;1938;1990;1;5;4;3;0;4;0;L10298;1930;1941;x
4 シュテヴネフ;10299;SOV;1940;1942;1990;1990;2;4;128;2;0;5;0;L10299;1940;1944;x
6 シュミロフ;10300;SOV;1937;1940;1946;1990;2;6;64;3;0;5;0;L10300;1937;1970;x
6 シュロフ;10301;SOV;1939;1990;1990;1990;3;6;132;1;0;3;0;L10301;1939;1942;x
5 シュヴァレフ;10302;SOV;1942;1990;1990;1990;3;5;0;1;0;5;0;L10302;1942;1970;x
6 シュヴェシニコフ;10303;SOV;1943;1946;1990;1990;3;6;0;2;0;5;0;L10303;1943;1970;x
6 シブイトコイ;10304;SOV;1930;1990;1990;1990;3;6;32;1;0;5;0;L10304;1930;1970;x
6 シモニアク;10305;SOV;1941;1942;1990;1990;2;6;16;2;0;5;0;L10305;1941;1970;x
