#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portugese;Russian;;Extra2;X
##################################################################################;;;;;;;;;;;X
#  Event Texts;;;;;;;;;;;X
##################################################################################;;;;;;;;;;;X
ELECTION_TITLE;選挙;Election Times;;;;;;;;;X
ACTIONNAME3701A;禁止措置を承認する;Pass the Embargo;;;;;;;;;X
ACTIONNAME3701B;日本政府をこれ以上刺激してはならない;Do not push the Mikado;;;;;;;;;X
EVT_3702_NAME;イギリスへの武器貸与;Lend-Lease Shipment to the UK;;;;;;;;;X
EVT_3702_DESC;武器貸与合意とは、第二次世界大戦中、食料や兵器類、役務も含めた軍事物資をアメリカの国防上重要とされる国に供与する取り決めのことである。1941年にアメリカ議会が武器貸与法（別名レンドリース法）を可決したことで、大統領には上記のような軍事物資の売却、譲渡、貸与、賃貸を行う権限が与えられた。軍事物資の貸与条件は“大統領が十分と判断する資産類が得られる、あるいは直接的ないし間接的に（アメリカの）利益となる場合”と定められた。最初、武器貸与の運営はハリー・L・ホプキンスに任された（1941年3月）。同年7月にエドワード・R・ステッティニアスJr.が業務を引き次ぎ、1941年10月に設置された武器貸与運営局の局長となった。しかし同局は1943年9月に、レオ・T・クローリー率いる対外経済管理局に吸収される。そして1945年9月に、武器貸与の運営は国務省に移管された。この武器貸与は当初、大英帝国および英連邦諸国と中国への援助を目的としたものであった。それが1941年11月にはソヴィエト連邦も対象となり、終戦までにはアメリカの同盟国すべてに武器貸与を求める権利が与えられた。だからといって、その権利を持つすべての国が武器貸与を要請し、援助を受けたわけではないが、武器貸与協定を締結した国はかなりの数に達した。;The Lend-Lease Agreements were arrangements for the transfer of war supplies, including food, machinery, and services, to nations whose defence was considered vital to the defence of the United States in World War II. The Lend-Lease Act, passed (1941) by the U.S. Congress, gave the President power to sell, transfer, lend, or lease such war materials. The President was directed to set the terms for aid repayment to be  in kind or property, or any other direct or indirect benefit which the President deems satisfactory.  Harry L. Hopkins was appointed (Mar., 1941) to administer lend-lease. He was replaced (July) by Edward R. Stettinius, Jr., who headed the Office of Lend-Lease Administration, set up in Oct., 1941. In Sept.,1943, lend-lease was incorporated into the Foreign Economic Administration under Leo T. Crowley. In Sept.,1945, it was transferred to the Dept. of State. Lend-lease was originally intended for China and countries of the British Empire. In Nov.,1941, the USSR was included, and by the end of the war practically all the allies of the United States had been declared eligible for lend-lease aid. Although not all requested or received it, lend-lease agreements were signed with numerous countries.;;;;;;;;;X
ACTIONNAME3702A;支援を増やす;Send more supplies;;;;;;;;;X
ACTIONNAME3702B;今回はやめておこう;Not this time;;;;;;;;;X
EVT_3703_NAME;ソヴィエト連邦への武器貸与;Lend-Lease Shipment to the USSR;;;;;;;;;X
EVT_3703_DESC;武器貸与合意とは、第二次世界大戦中、食料や兵器類、役務も含めた軍事物資をアメリカの国防上重要とされる国に供与する取り決めのことである。1941年にアメリカ議会が武器貸与法（別名レンドリース法）を可決したことで、大統領には上記のような軍事物資の売却、譲渡、貸与、賃貸を行う権限が与えられた。軍事物資の貸与条件は“大統領が十分と判断する資産類が得られる、あるいは直接的ないし間接的に（アメリカの）利益となる場合”と定められた。最初、武器貸与の運営はハリー・L・ホプキンスに任された（1941年3月）。同年7月にエドワード・R・ステッティニアスJr.が業務を引き次ぎ、1941年10月に設置された武器貸与運営局の局長となった。しかし同局は1943年9月に、レオ・T・クローリー率いる対外経済管理局に吸収される。そして1945年9月に、武器貸与の運営は国務省に移管された。この武器貸与は当初、大英帝国および英連邦諸国と中国への援助を目的としたものであった。それが1941年11月にはソヴィエト連邦も対象となり、終戦までにはアメリカの同盟国すべてに武器貸与を求める権利が与えられた。だからといって、その権利を持つすべての国が武器貸与を要請し、援助を受けたわけではないが、武器貸与協定を締結した国はかなりの数に達した。;The Lend-Lease Agreements were arrangements for the transfer of war supplies, including food, machinery, and services, to nations whose defence was considered vital to the defence of the United States in World War II. The Lend-Lease Act, passed (1941) by the U.S. Congress, gave the President power to sell, transfer, lend, or lease such war materials. The President was directed to set the terms for aid repayment to be  in kind or property, or any other direct or indirect benefit which the President deems satisfactory.  Harry L. Hopkins was appointed (Mar., 1941) to administer lend-lease. He was replaced (July) by Edward R. Stettinius, Jr., who headed the Office of Lend-Lease Administration, set up in Oct., 1941. In Sept.,1943, lend-lease was incorporated into the Foreign Economic Administration under Leo T. Crowley. In Sept.,1945, it was transferred to the Dept. of State. Lend-lease was originally intended for China and countries of the British Empire. In Nov.,1941, the USSR was included, and by the end of the war practically all the allies of the United States had been declared eligible for lend-lease aid. Although not all requested or received it, lend-lease agreements were signed with numerous countries.;;;;;;;;;X
ACTIONNAME3703A;支援を増やす;Send more supplies;;;;;;;;;X
ACTIONNAME3703B;今回はやめておこう;Not this time;;;;;;;;;X
EVT_3704_NAME;山本提督暗殺;Assassination of Yamamoto;;;;;;;;;X
EVT_3704_DESC;太平洋戦争勃発前から勃発後16か月目まで連合艦隊を指揮していたのが山本提督である。山本提督は真珠湾攻撃の立て役者であり、他にも重要な作戦をいくつか実施している。1942年6月のミッドウェー海戦では主敵であるアメリカ海軍太平洋艦隊の撃滅を狙ったものの、日本海軍は大敗を喫し、太平洋での制海権を失った。このミッドウェーでの大失態にもかかわらず、山本提督は連合艦隊長官としてガダルカナル戦を指揮する。この戦いも日本側の敗北に終わり、海軍はさらに戦力を失うことになった。アメリカ軍はいくつかの点で日本軍よりかなり優位に立っていた。その1つが日本軍の暗号を解読していたことだ。そのためアメリカ軍は日本軍の作戦を事前に察知し、準備を整えておくことができた。こうして事前に洩れた日本軍の情報の1つに、山本提督のブーゲンヴィル基地視察がある。提督視察の予定を伝える日本軍の無線を連合軍諜報部が傍受して解読すると、アメリカ陸軍第13航空軍は山本提督の待ち伏せ攻撃を上申した。しかしアメリカ軍上層部でさえ、敵軍司令官の暗殺を独断で承認するのは権限を逸脱しているとためらった。そのため暗殺の許可は合衆国大統領から直接下された。ドーリットル爆撃隊が東京を空襲したちょうど1年後の1943年4月18日、第13航空軍に所属する18機のP-38がガダルカナルを飛び立ち、ブーゲンヴィル上空で山本提督が搭乗する航空機の編隊を発見し撃墜、暗殺に成功した。;Admiral Yamamoto commanded the Combined Fleet before the outbreak of the Pacific War and during its first sixteen months. He was responsible for planning the attack on Pearl Harbor and most other major operations during this time. His scheme for eliminating the U.S. fleet as a major opponent led to the June 1942, Battle of Midway in which the Japan lost naval superiority in the Pacific. Despite Midway's adverse outcome, Yamamoto continued as Combined Fleet commander through the following Guadalcanal Campaign, which further depleted Japan's naval resources. One of the great advantages that the United States enjoyed in its war with Japan was the cracking of the Japanese code. This gave the U.S. advanced warning of impending Japanese operations. One such operation was a visit by Admiral Yamamoto to the Japanese base on Bougainvillea. Allied intelligence intercepted and decoded a message describing the visit, and the 13th Air Force decided to welcome him. Even the highest ranking American military commanders felt that to give a direct order to assassinate an enemy commander was beyond their authority, and the authorization for the mission eventually came all the way down from the office of the American presidency. On 18th April,1943, one year to the day after the Doolittle Raid on Tokyo, 18 American P-38s from the 13th Air Force launched from Guadalcanal, flew to Bougainvillea, found the Admiral's flight, and shot down his plane killing him.;;;;;;;;;X
ACTIONNAME3704A;暗殺せよ;Assassinate him;;;;;;;;;X
ACTIONNAME3704B;卑劣すぎる;That would be low;;;;;;;;;X
EVT_3705_NAME;アメリカのグリーンランドおよびアイスランド占領;US occupation of Greenland and Iceland;;;;;;;;;X
EVT_3705_DESC;1940年4月にドイツがデンマークを占領すると、イギリス軍はただちにアイスランドに占領した。さらなるドイツの侵略を食い止めるためである。それ以降、イギリスはわずかな兵力でアイスランドを占領してきたが、1941年初めになるとアメリカに島の警戒監視を任せるほうが戦略的に得策であることが明確になる。こうした状況を受け、アメリカ軍は1941年夏までに北大西洋に浮かぶグリーンランドとアイスランドの両島を占領した。グリーンランド占領については合衆国政府とワシントンにいる駐米デンマーク大使との間で結ばれた合意に基づいて行われた。なおこの大使は、1940年4月のドイツ軍によるデンマーク占領後にコペンハーゲンに樹立された政府を、公式のデンマーク政府と認めず、命令を無視して行動していた。そのため1941年4月に締結されたグリーンランド合意は、現デンマーク政府とワシントンにあるドイツ大使館からの激しい抗議にさらされた。;After the German occupation of Denmark in April 1940 British forces swiftly took possession of Iceland to counter a possible threat of a German invasion. Britain held it with few forces and in early 1941 it was evident that it would be better if the United States took over the watch-keeping. By the summer of 1941, U. S. troops occupied both Greenland and Iceland in the North Atlantic. The U. S. occupation of Greenland was arranged through an agreement between the United States government and a rebellious Danish Ambassador in Washington. This Danish Ambassador refused to recognize or obey the Danish government in Copenhagen after the German occupation of Denmark, which began in April of 1940. The Greenland Agreement, signed in April of 1941, encountered vigorous protests from both the Danish government and the German Embassy in Washington.;;;;;;;;;X
ACTIONNAME3705A;OK;OK;;;;;;;;;X
EVT_3706_NAME;ルーズベルト死去;FDR dies;;;;;;;;;X
EVT_3706_DESC;1945年4月12日午後3時35分、ジョージア州ワームスプリングにて、かねてから高血圧症と動脈硬化を患っていたルーズベルト大統領が死去した。その日の午後1時頃、ワームスプリングにある通称“リトル・ホワイトハウス”にて、大統領はいくつかの書類に目を通していた。その姿を画家のエリザベス・シューマトフがスケッチし、近くには従姉妹のマーガレット・サックリーも座っていた。すると突然、大統領はこめかみを指で押さえた。そして額を手で覆うと“ひどい頭痛がする”と言った。これが彼の最期の言葉となった。;April12,1945, 3:35 P.M., Warm Springs, Georgia. Roosevelt had been suffering from high blood presssure and arteriosclerosis. About 1 P.M., April 12,1945, he was going over some papers at the 'Little White House' at Warm Springs, while artist Elizabeth Shoumatoff was sketching his portrait and the president's cousin Margeret Suckley was crocheting nearby. Suddenly he pressed his hand to his temple and then over his forehead and said, 'I have a terrible headache'. These were his last words.;;;;;;;;;X
ACTIONNAME3706A;なんと痛ましいことだ！;Oh, the Tragedy!;;;;;;;;;X
EVT_3707_NAME;日本がヴィシーに仏領インドシナを要求;Japan demands French Indochina from Vichy;;;;;;;;;X
EVT_3707_DESC;フランスが降伏し、ヴィシーに親ドイツ政権が誕生すると、日本もその恩恵に与ることができた。イギリスから東南アジアのフランス領を“防衛”する名目でフランス領インドシナに進駐したのである。;After the Fall of France and the installing of a pro-German government in Vichy, Japan was able to profit from the new political situation in South-East Asia and occupy French Indochina under the arguement that it 'protected' this area from the British.;;;;;;;;;X
ACTIONNAME3707A;日本はますます危険な国になっている;The Japanese are getting dangerous;;;;;;;;;X
EVT_3708_NAME;日本がヴィシーに仏領インドシナとマダガスカルを要求;Japan demands French Indochina and Madagascar from Vichy;;;;;;;;;X
EVT_3708_DESC;フランスが降伏し、ヴィシーに親ドイツ政権が誕生すると、日本もその恩恵に与ることができた。イギリスから東南アジアのフランス領を“防衛”する名目でフランス領インドシナに進駐したのである。;After the Fall of France and the installing of a pro-German government in Vichy, Japan was able to profit from the new political situation in South-East Asia and occupy French Indochina under the arguement that it 'protected' this area from the British.;;;;;;;;;X
ACTIONNAME3708A;日本はきわめて危険な国になっている;The Japanese are getting very dangerous;;;;;;;;;X
EVT_2600_NAME;モロトフ・リッベントロップ協定 ― 史実どおりの条約;The Molotov-Ribbentrop Pact - Historical Pact;;;;;;;;;X
EVT_2600_DESC;1939年8月23日、ヒトラーとスターリンは“モロトフ・リッベントロップ協定”と呼ばれる不可侵条約を締結した。この協定には秘密議定書がついており、ドイツとソ連がポーランドを征服した後の、両国の東欧における勢力圏が決められていた。ヒトラーはこの年の4月からすでにポーランド侵攻に向けた軍事計画とそれを正当化する口実を準備していたのだ。この議定書によれば、ソ連はラトヴィア、エストニア、フィンランドを勢力下におさめ、ドイツはリトアニアとダンツィヒの勢力圏とする。ポーランドは大きく3つの地域に分割される。ドイツと国境を接するヴァルテラント地方はドイツ帝国に直接併合され、非ドイツ系住民は東へと追放される。77,000平方マイルを超える面積の東部ポーランドは1300万人の住民とともにソ連の領土となる。残る中央部は、ドイツ政府当局が統治する“総督領”としてドイツの保護領となるのである。;On August 23, 1939 Hitler and Stalin signed a non-aggression pact, called the Molotov-Ribbentrop Treaty. Secret protocols of the treaty defined the territorial spheres of influence Germany and Russia would have after a successful invasion of Poland. Hitler had been creating justifications and laying plans for such an invasion since April. According to the agreement, Russia would have control over Latvia, Estonia, and Finland, while Germany would gain control over Lithuania and Danzig. Poland would be partitioned into three major areas. The Warthland area, bordering Germany would be annexed outright to the German Reich, and all non-German inhabitants expelled to the east. Over 77,000 square miles of eastern Polish lands, with a population of over thirteen million would become Russian territory. The central area would become a German protectorate, named the General Government, governed by a German civil authority.;;;;;;;;;X
ACTIONNAME2600A;この上なく素晴らしい提案だ;A Most Excellent Proposition;;;;;;;;;X
ACTIONNAME2600B;労働者の敵と取引などできるか！;No deals with the enemies of the Workers!;;;;;;;;;X
ACTIONNAME2600C;不本意だが同盟を提案する;Propose an unholy alliance;;;;;;;;;X
EVT_2601_NAME;モロトフ・リッベントロップ協定 ― 限定的な条約;The Molotov-Ribbentrop Pact - Limited Pact;;;;;;;;;X
EVT_2601_DESC;1939年8月23日、ヒトラーとスターリンは“モロトフ・リッベントロップ協定”と呼ばれる不可侵条約を締結した。この協定には秘密議定書がついており、ドイツとソ連がポーランドを征服した後の、両国の東欧における勢力圏が決められていた。ヒトラーはこの年の4月からすでにポーランド侵攻に向けた軍事計画とそれを正当化する口実を準備していたのだ。この議定書によれば、ソ連はラトヴィア、エストニア、フィンランドを勢力下におさめ、ドイツはリトアニアとダンツィヒの勢力圏とする。ポーランドは大きく3つの地域に分割される。ドイツと国境を接するヴァルテラント地方はドイツ帝国に直接併合され、非ドイツ系住民は東へと追放される。77,000平方マイルを超える面積の東部ポーランドは1300万人の住民とともにソ連の領土となる。残る中央部は、ドイツ政府当局が統治する“総督領”としてドイツの保護領となるのである。;On August 23, 1939 Hitler and Stalin signed a non-aggression pact, called the Molotov-Ribbentrop Treaty. Secret protocols of the treaty defined the territorial spheres of influence Germany and Russia would have after a successful invasion of Poland. Hitler had been creating justifications and laying plans for such an invasion since April. According to the agreement, Russia would have control over Latvia, Estonia, and Finland, while Germany would gain control over Lithuania and Danzig. Poland would be partitioned into three major areas. The Warthland area, bordering Germany would be annexed outright to the German Reich, and all non-German inhabitants expelled to the east. Over 77,000 square miles of eastern Polish lands, with a population of over thirteen million would become Russian territory. The central area would become a German protectorate, named the General Government, governed by a German civil authority.;;;;;;;;;X
ACTIONNAME2601A;受け入れられるが、これがギリギリだ;Acceptable, but just barely;;;;;;;;;X
ACTIONNAME2601B;労働者の敵と取引などできるか！;No deals with the enemies of the Workers!;;;;;;;;;X
EVT_2602_NAME;モロトフ・リッベントロップ協定 ― 完全同盟;The Molotov-Ribbentrop Pact - Full Alliance;;;;;;;;;X
EVT_2602_DESC;1939年8月23日、ヒトラーとスターリンは“モロトフ・リッベントロップ協定”と呼ばれる不可侵条約を締結した。この協定には秘密議定書がついており、ドイツとソ連がポーランドを征服した後の、両国の東欧における勢力圏が決められていた。ヒトラーはこの年の4月からすでにポーランド侵攻に向けた軍事計画とそれを正当化する口実を準備していたのだ。この議定書によれば、ソ連はラトヴィア、エストニア、フィンランドを勢力下におさめ、ドイツはリトアニアとダンツィヒの勢力圏とする。ポーランドは大きく3つの地域に分割される。ドイツと国境を接するヴァルテラント地方はドイツ帝国に直接併合され、非ドイツ系住民は東へと追放される。77,000平方マイルを超える面積の東部ポーランドは1300万人の住民とともにソ連の領土となる。残る中央部は、ドイツ政府当局が統治する“総督領”としてドイツの保護領となるのである。;On August 23, 1939 Hitler and Stalin signed a non-aggression pact, called the Molotov-Ribbentrop Treaty. Secret protocols of the treaty defined the territorial spheres of influence Germany and Russia would have after a successful invasion of Poland. Hitler had been creating justifications and laying plans for such an invasion since April. According to the agreement, Russia would have control over Latvia, Estonia, and Finland, while Germany would gain control over Lithuania and Danzig. Poland would be partitioned into three major areas. The Warthland area, bordering Germany would be annexed outright to the German Reich, and all non-German inhabitants expelled to the east. Over 77,000 square miles of eastern Polish lands, with a population of over thirteen million would become Russian territory. The central area would become a German protectorate, named the General Government, governed by a German civil authority.;;;;;;;;;X
ACTIONNAME2602A;この同盟に世界は震え上がるだろう！;Let the world tremble!;;;;;;;;;X
EVT_2603_NAME;モロトフ・リッベントロップ協定 ― 部分的同盟;The Molotov-Ribbentrop Pact - No Full Alliance;;;;;;;;;X
EVT_2603_DESC;1939年8月23日、ヒトラーとスターリンは“モロトフ・リッベントロップ協定”と呼ばれる不可侵条約を締結した。この協定には秘密議定書がついており、ドイツとソ連がポーランドを征服した後の、両国の東欧における勢力圏が決められていた。ヒトラーはこの年の4月からすでにポーランド侵攻に向けた軍事計画とそれを正当化する口実を準備していたのだ。この議定書によれば、ソ連はラトヴィア、エストニア、フィンランドを勢力下におさめ、ドイツはリトアニアとダンツィヒの勢力圏とする。ポーランドは大きく3つの地域に分割される。ドイツと国境を接するヴァルテラント地方はドイツ帝国に直接併合され、非ドイツ系住民は東へと追放される。77,000平方マイルを超える面積の東部ポーランドは1300万人の住民とともにソ連の領土となる。残る中央部は、ドイツ政府当局が統治する“総督領”としてドイツの保護領となるのである。;On August 23, 1939 Hitler and Stalin signed a non-aggression pact, called the Molotov-Ribbentrop Treaty. Secret protocols of the treaty defined the territorial spheres of influence Germany and Russia would have after a successful invasion of Poland. Hitler had been creating justifications and laying plans for such an invasion since April. According to the agreement, Russia would have control over Latvia, Estonia, and Finland, while Germany would gain control over Lithuania and Danzig. Poland would be partitioned into three major areas. The Warthland area, bordering Germany would be annexed outright to the German Reich, and all non-German inhabitants expelled to the east. Over 77,000 square miles of eastern Polish lands, with a population of over thirteen million would become Russian territory. The central area would become a German protectorate, named the General Government, governed by a German civil authority.;;;;;;;;;X
ACTIONNAME2603A;OK;OK;;;;;;;;;X
EVT_2604_NAME;モロトフ・リッベントロップ協定 ― ソ連へ東部ポーランドを割譲;The Molotov-Ribbentrop Pact - Eastern Poland to USSR;;;;;;;;;X
EVT_2604_DESC;1939年8月23日、ヒトラーとスターリンは“モロトフ・リッベントロップ協定”と呼ばれる不可侵条約を締結した。この協定には秘密議定書がついており、ドイツとソ連がポーランドを征服した後の、両国の東欧における勢力圏が決められていた。ヒトラーはこの年の4月からすでにポーランド侵攻に向けた軍事計画とそれを正当化する口実を準備していたのだ。この議定書によれば、ソ連はラトヴィア、エストニア、フィンランドを勢力下におさめ、ドイツはリトアニアとダンツィヒの勢力圏とする。ポーランドは大きく3つの地域に分割される。ドイツと国境を接するヴァルテラント地方はドイツ帝国に直接併合され、非ドイツ系住民は東へと追放される。77,000平方マイルを超える面積の東部ポーランドは1300万人の住民とともにソ連の領土となる。残る中央部は、ドイツ政府当局が統治する“総督領”としてドイツの保護領となるのである。;On August 23, 1939 Hitler and Stalin signed a non-aggression pact, called the Molotov-Ribbentrop Treaty. Secret protocols of the treaty defined the territorial spheres of influence Germany and Russia would have after a successful invasion of Poland. Hitler had been creating justifications and laying plans for such an invasion since April. According to the agreement, Russia would have control over Latvia, Estonia, and Finland, while Germany would gain control over Lithuania and Danzig. Poland would be partitioned into three major areas. The Warthland area, bordering Germany would be annexed outright to the German Reich, and all non-German inhabitants expelled to the east. Over 77,000 square miles of eastern Polish lands, with a population of over thirteen million would become Russian territory. The central area would become a German protectorate, named the General Government, governed by a German civil authority.;;;;;;;;;X
ACTIONNAME2604A;OK;OK;;;;;;;;;X
EVT_2605_NAME;モロトフ・リッベントロップ協定 ― ドイツが協定を破った;The Molotov-Ribbentrop Pact - Germany dishonors the pact;;;;;;;;;X
EVT_2605_DESC;1939年8月23日、ヒトラーとスターリンは“モロトフ・リッベントロップ協定”と呼ばれる不可侵条約を締結した。この協定には秘密議定書がついており、ドイツとソ連がポーランドを征服した後の、両国の東欧における勢力圏が決められていた。ヒトラーはこの年の4月からすでにポーランド侵攻に向けた軍事計画とそれを正当化する口実を準備していたのだ。この議定書によれば、ソ連はラトヴィア、エストニア、フィンランドを勢力下におさめ、ドイツはリトアニアとダンツィヒの勢力圏とする。ポーランドは大きく3つの地域に分割される。ドイツと国境を接するヴァルテラント地方はドイツ帝国に直接併合され、非ドイツ系住民は東へと追放される。77,000平方マイルを超える面積の東部ポーランドは1300万人の住民とともにソ連の領土となる。残る中央部は、ドイツ政府当局が統治する“総督領”としてドイツの保護領となるのである。;On August 23, 1939 Hitler and Stalin signed a non-aggression pact, called the Molotov-Ribbentrop Treaty. Secret protocols of the treaty defined the territorial spheres of influence Germany and Russia would have after a successful invasion of Poland. Hitler had been creating justifications and laying plans for such an invasion since April. According to the agreement, Russia would have control over Latvia, Estonia, and Finland, while Germany would gain control over Lithuania and Danzig. Poland would be partitioned into three major areas. The Warthland area, bordering Germany would be annexed outright to the German Reich, and all non-German inhabitants expelled to the east. Over 77,000 square miles of eastern Polish lands, with a population of over thirteen million would become Russian territory. The central area would become a German protectorate, named the General Government, governed by a German civil authority.;;;;;;;;;X
ACTIONNAME2605A;この恨み忘れるものか！;We shall never forget this!;;;;;;;;;X
ACTIONNAME2605B;これは戦争だ！;This means war!;;;;;;;;;X
EVT_2606_NAME;ベッサラビアを要求;Claim Bessarabia;;;;;;;;;X
EVT_2606_DESC;1940年6月27日、ルーマニアはソ連の最後通牒を受託し、要求どおりにベッサラビアとともにブコヴィナ北部も即時割譲した。この地域はもともと正式にルーマニアに編入されたのではなかった。そのため、ソヴィエト連邦はヒトラーとの協定において自国の勢力圏として主張していた。;On the 27th of June,1940, Romania bowed to a Russian ultimatum demanding the immediate cession not only of Bessarabia but also of the northern part of the Bukovina. That area had never formally been ceded to Romania and was thus claimed for the USSR s sphere of influence in the agreement with Hitler.;;;;;;;;;X
ACTIONNAME2606A;ベッサラビアを要求;Claim Bessarabia;;;;;;;;;X
ACTIONNAME2606B;ルーマニアは我が朋友だ;The Romanians are our friends;;;;;;;;;X
EVT_2607_NAME;ベッサラビアを要求 ― 受諾;Claim Bessarabia - Done;;;;;;;;;X
EVT_2607_DESC;1940年6月27日、ルーマニアはソ連の最後通牒を受託し、要求どおりにベッサラビアとともにブコヴィナ北部も即時割譲した。この地域はもともと正式にルーマニアに編入されたのではなかった。そのため、ソヴィエト連邦はヒトラーとの協定において自国の勢力圏として主張していた。;On the 27th of June,1940, Romania bowed to a Russian ultimatum demanding the immediate cession not only of Bessarabia but also of the northern part of the Bukovina. That area had never formally been ceded to Romania and was thus claimed for the USSR s sphere of influence in the agreement with Hitler.;;;;;;;;;X
ACTIONNAME2607A;OK;OK;;;;;;;;;X
EVT_2608_NAME;ベッサラビアを要求 ― ルーマニアは戦うつもりだ！;Claim Bessarabia - the Romanians Fight!;;;;;;;;;X
EVT_2608_DESC;1940年6月27日、ルーマニアはソ連の最後通牒を受託し、要求どおりにベッサラビアとともにブコヴィナ北部も即時割譲した。この地域はもともと正式にルーマニアに編入されたのではなかった。そのため、ソヴィエト連邦はヒトラーとの協定において自国の勢力圏として主張していた。;On the 27th of June,1940, Romania bowed to a Russian ultimatum demanding the immediate cession not only of Bessarabia but also of the northern part of the Bukovina. That area had never formally been ceded to Romania and was thus claimed for the USSR s sphere of influence in the agreement with Hitler.;;;;;;;;;X
ACTIONNAME2608A;今日のことを後悔させてやる……;They will rue this day...;;;;;;;;;X
EVT_2609_NAME;将校の大粛清が始まる;The Great Officer Purge Begins;;;;;;;;;X
EVT_2609_DESC;1930年代、スターリンの疑心暗鬼は激しさを増し、部下同士の数々の権力闘争を自分の指導力に対する脅威と見ていた。その結果、大規模な粛清が3回、小規模な粛清が10回程度行われ、政府や軍の指導層は事実上消滅し、完全にスターリンの支配下に入った。ソ連軍では5人いた元帥のうち3人が粛清され、16人いた軍司令官のうち14人がその地位を追われた。7～8万人いた将校団もほぼ半数が粛清された。言うまでもなく、この粛清によって赤軍の指揮能力は著しく低下した。;During the 30's Stalin s paranoia had increased and numerous power struggles between lesser men were viewed as dangerous to his leadership. In a wave of three major and a dozen smaller purges the political and military leadership of the Soviet Union was effectively decimated and put under strict control of Stalin. The purge of the army eliminated 3 of the 5 marshals, 14 of the 16 army commanders, and approximately half of the 70 to 80,000 men in the entire officer corps. Needless to say, this purge inevitably had an extremely deleterious effect on the effectiveness of the Red Army's military leadership.;;;;;;;;;X
ACTIONNAME2609A;裏切り者に粛清を！;Purge the traitors!;;;;;;;;;X
ACTIONNAME2609B;残忍な粛清は必要ない;No need for brutality;;;;;;;;;X
EVT_2610_NAME;将校の大粛清;The Great Officer Purge;;;;;;;;;X
EVT_2610_DESC;1930年代、スターリンの疑心暗鬼は激しさを増し、部下同士の数々の権力闘争を自分の指導力に対する脅威と見ていた。その結果、大規模な粛清が3回、小規模な粛清が10回程度行われ、政府や軍の指導層は事実上消滅し、完全にスターリンの支配下に入った。ソ連軍では5人いた元帥のうち3人が粛清され、16人いた軍司令官のうち14人がその地位を追われた。7～8万人いた将校団もほぼ半数が粛清された。言うまでもなく、この粛清によって赤軍の指揮能力は著しく低下した。;During the 30's Stalin s paranoia had increased and numerous power struggles between lesser men were viewed as dangerous to his leadership. In a wave of three major and a dozen smaller purges the political and military leadership of the Soviet Union was effectively decimated and put under strict control of Stalin. The purge of the army eliminated 3 of the 5 marshals, 14 of the 16 army commanders, and approximately half of the 70 to 80,000 men in the entire officer corps. Needless to say, this purge inevitably had an extremely deleterious effect on the effectiveness of the Red Army's military leadership.;;;;;;;;;X
ACTIONNAME2610A;裏切り者に粛清を！;Purge the traitors!;;;;;;;;;X
ACTIONNAME2610B;残忍な粛清は必要ない;No need for brutality;;;;;;;;;X
EVT_2611_NAME;将校の大粛清;The Great Officer Purge;;;;;;;;;X
EVT_2611_DESC;1930年代、スターリンの疑心暗鬼は激しさを増し、部下同士の数々の権力闘争を自分の指導力に対する脅威と見ていた。その結果、大規模な粛清が3回、小規模な粛清が10回程度行われ、政府や軍の指導層は事実上消滅し、完全にスターリンの支配下に入った。ソ連軍では5人いた元帥のうち3人が粛清され、16人いた軍司令官のうち14人がその地位を追われた。7～8万人いた将校団もほぼ半数が粛清された。言うまでもなく、この粛清によって赤軍の指揮能力は著しく低下した。;During the 30's Stalin s paranoia had increased and numerous power struggles between lesser men were viewed as dangerous to his leadership. In a wave of three major and a dozen smaller purges the political and military leadership of the Soviet Union was effectively decimated and put under strict control of Stalin. The purge of the army eliminated 3 of the 5 marshals, 14 of the 16 army commanders, and approximately half of the 70 to 80,000 men in the entire officer corps. Needless to say, this purge inevitably had an extremely deleterious effect on the effectiveness of the Red Army's military leadership.;;;;;;;;;X
ACTIONNAME2611A;裏切り者に粛清を！;Purge the traitors!;;;;;;;;;X
ACTIONNAME2611B;残忍な粛清は必要ない;No need for brutality;;;;;;;;;X
EVT_2612_NAME;将校の大粛清;The Great Officer Purge;;;;;;;;;X
EVT_2612_DESC;1930年代、スターリンの疑心暗鬼は激しさを増し、部下同士の数々の権力闘争を自分の指導力に対する脅威と見ていた。その結果、大規模な粛清が3回、小規模な粛清が10回程度行われ、政府や軍の指導層は事実上消滅し、完全にスターリンの支配下に入った。ソ連軍では5人いた元帥のうち3人が粛清され、16人いた軍司令官のうち14人がその地位を追われた。7～8万人いた将校団もほぼ半数が粛清された。言うまでもなく、この粛清によって赤軍の指揮能力は著しく低下した。;During the 30's Stalin s paranoia had increased and numerous power struggles between lesser men were viewed as dangerous to his leadership. In a wave of three major and a dozen smaller purges the political and military leadership of the Soviet Union was effectively decimated and put under strict control of Stalin. The purge of the army eliminated 3 of the 5 marshals, 14 of the 16 army commanders, and approximately half of the 70 to 80,000 men in the entire officer corps. Needless to say, this purge inevitably had an extremely deleterious effect on the effectiveness of the Red Army's military leadership.;;;;;;;;;X
ACTIONNAME2612A;裏切り者に粛清を！;Purge the traitors!;;;;;;;;;X
ACTIONNAME2612B;残忍な粛清は必要ない;No need for brutality;;;;;;;;;X
EVT_2620_NAME;フィンランドの冬戦争;The Finnish Winter War;;;;;;;;;X
